"","DATA_OC","DT_HR_LOCAL","NAME_OBJETO","NAME_SETOR","CD_ID_FRAME"
"354","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:25:12,"DOBRA","DOBRA","332017"
"355","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:25:16,"DOBRA","DOBRA","332070"
"356","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:25:19,"DOBRA","DOBRA","332123"
"357","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:25:23,"DOBRA","DOBRA","332177"
"358","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:25:25,"SETREMA","CORTE-ESTAMPO","332218"
"359","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:25:27,"DOBRA","DOBRA","332231"
"360","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:25:30,"DOBRA","DOBRA","332285"
"361","{""PRENSA"":{""ESTADO"":""PARADO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""PARADO"",""VOLUME"":""ALTO""}}",2025-11-08 11:25:36,"SETREMA","CORTE-ESTAMPO","332380"
"362","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:25:40,"SETREMA","CORTE-ESTAMPO","332435"
"363","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:25:41,"DOBRA","DOBRA","332449"
"364","{""PRENSA"":{""ESTADO"":""PARADO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:25:43,"SETREMA","CORTE-ESTAMPO","332491"
"365","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:25:47,"SETREMA","CORTE-ESTAMPO","332545"
"366","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:25:48,"DOBRA","DOBRA","332560"
"367","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""AUSENTE""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:25:50,"SETREMA","CORTE-ESTAMPO","332596"
"368","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:25:59,"DOBRA","DOBRA","332714"
"369","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:26:02,"DOBRA","DOBRA","332764"
"370","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:26:05,"DOBRA","DOBRA","332816"
"371","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:26:09,"DOBRA","DOBRA","332869"
"372","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:26:20,"DOBRA","DOBRA","333029"
"373","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:26:30,"DOBRA","DOBRA","333191"
"374","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:26:38,"DOBRA","DOBRA","333299"
"375","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:26:42,"DOBRA","DOBRA","333356"
"376","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:26:59,"DOBRA","DOBRA","333623"
"377","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:27:09,"DOBRA","DOBRA","333775"
"378","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:27:20,"DOBRA","DOBRA","333934"
"379","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:27:24,"DOBRA","DOBRA","333988"
"380","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:27:28,"DOBRA","DOBRA","334046"
"381","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:27:35,"DOBRA","DOBRA","334154"
"382","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:27:38,"DOBRA","DOBRA","334208"
"383","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:27:42,"DOBRA","DOBRA","334262"
"384","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:27:53,"DOBRA","DOBRA","334433"
"385","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:28:00,"DOBRA","DOBRA","334535"
"386","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:28:07,"DOBRA","DOBRA","334633"
"387","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:28:10,"DOBRA","DOBRA","334688"
"388","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:28:14,"DOBRA","DOBRA","334739"
"389","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:28:17,"DOBRA","DOBRA","334793"
"390","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:28:21,"DOBRA","DOBRA","334844"
"391","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:28:24,"DOBRA","DOBRA","334898"
"392","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:28:28,"DOBRA","DOBRA","334952"
"393","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:28:32,"DOBRA","DOBRA","335006"
"394","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:28:43,"DOBRA","DOBRA","335171"
"395","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:29:00,"DOBRA","DOBRA","335441"
"396","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:29:04,"DOBRA","DOBRA","335492"
"397","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:29:18,"DOBRA","DOBRA","335699"
"398","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:29:21,"DOBRA","DOBRA","335750"
"399","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:29:32,"DOBRA","DOBRA","335910"
"400","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:29:36,"DOBRA","DOBRA","335963"
"401","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:29:39,"DOBRA","DOBRA","336020"
"402","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:29:43,"DOBRA","DOBRA","336074"
"403","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:29:45,"SETREMA","CORTE-ESTAMPO","336088"
"404","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:29:54,"DOBRA","DOBRA","336236"
"405","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:29:58,"DOBRA","DOBRA","336293"
"406","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:30:08,"DOBRA","DOBRA","336452"
"407","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:30:11,"DOBRA","DOBRA","336503"
"408","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:30:15,"DOBRA","DOBRA","336557"
"409","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""AUSENTE""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:30:17,"SETREMA","CORTE-ESTAMPO","336592"
"410","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:30:18,"DOBRA","DOBRA","336608"
"411","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:30:20,"SETREMA","CORTE-ESTAMPO","336646"
"412","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:30:29,"DOBRA","DOBRA","336767"
"413","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:30:33,"DOBRA","DOBRA","336821"
"414","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:30:40,"DOBRA","DOBRA","336929"
"415","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:30:47,"DOBRA","DOBRA","337037"
"416","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:31:02,"DOBRA","DOBRA","337256"
"417","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:31:05,"DOBRA","DOBRA","337313"
"418","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:31:08,"DOBRA","DOBRA","337361"
"419","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:31:29,"DOBRA","DOBRA","337670"
"420","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:31:40,"DOBRA","DOBRA","337835"
"421","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:31:44,"DOBRA","DOBRA","337889"
"422","{""PRENSA"":{""ESTADO"":""PARADO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:31:57,"SETREMA","CORTE-ESTAMPO","338095"
"423","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:31:59,"DOBRA","DOBRA","338108"
"424","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:32:01,"SETREMA","CORTE-ESTAMPO","338148"
"425","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:32:06,"DOBRA","DOBRA","338222"
"426","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""AUSENTE""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:32:11,"SETREMA","CORTE-ESTAMPO","338308"
"427","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:32:14,"SETREMA","CORTE-ESTAMPO","338359"
"428","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:32:16,"DOBRA","DOBRA","338375"
"429","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:32:27,"DOBRA","DOBRA","338534"
"430","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:32:34,"DOBRA","DOBRA","338642"
"431","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:32:38,"DOBRA","DOBRA","338696"
"432","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:32:41,"DOBRA","DOBRA","338750"
"433","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:32:45,"DOBRA","DOBRA","338801"
"434","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:32:48,"DOBRA","DOBRA","338858"
"435","{""PRENSA"":{""ESTADO"":""PARADO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:32:50,"SETREMA","CORTE-ESTAMPO","338895"
"436","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:32:52,"DOBRA","DOBRA","338912"
"437","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:32:54,"SETREMA","CORTE-ESTAMPO","338953"
"438","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:32:56,"DOBRA","DOBRA","338969"
"439","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:33:10,"DOBRA","DOBRA","339182"
"440","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:33:17,"DOBRA","DOBRA","339284"
"441","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:33:20,"DOBRA","DOBRA","339338"
"442","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:33:31,"DOBRA","DOBRA","339494"
"443","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:33:34,"DOBRA","DOBRA","339548"
"444","{""PRENSA"":{""ESTADO"":""PARADO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:33:36,"SETREMA","CORTE-ESTAMPO","339589"
"445","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:33:38,"DOBRA","DOBRA","339602"
"446","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:33:40,"SETREMA","CORTE-ESTAMPO","339643"
"447","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:33:42,"DOBRA","DOBRA","339656"
"448","{""PRENSA"":{""ESTADO"":""PARADO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:33:44,"SETREMA","CORTE-ESTAMPO","339697"
"449","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:33:45,"DOBRA","DOBRA","339710"
"450","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:33:47,"SETREMA","CORTE-ESTAMPO","339751"
"451","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:33:49,"DOBRA","DOBRA","339767"
"452","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:33:56,"DOBRA","DOBRA","339878"
"453","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:34:10,"DOBRA","DOBRA","340091"
"454","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:34:14,"DOBRA","DOBRA","340142"
"455","{""PRENSA"":{""ESTADO"":""PARADO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:34:30,"SETREMA","CORTE-ESTAMPO","340390"
"456","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:34:33,"SETREMA","CORTE-ESTAMPO","340444"
"457","{""PRENSA"":{""ESTADO"":""PARADO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:34:37,"SETREMA","CORTE-ESTAMPO","340495"
"458","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:34:39,"DOBRA","DOBRA","340511"
"459","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:34:41,"SETREMA","CORTE-ESTAMPO","340552"
"460","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:34:46,"DOBRA","DOBRA","340619"
"461","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:35:01,"DOBRA","DOBRA","340838"
"462","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:35:08,"DOBRA","DOBRA","340950"
"463","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:35:11,"DOBRA","DOBRA","340982"
"464","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""PARADO""}}",2025-11-08 11:35:14,"DOBRA","DOBRA","341048"
"465","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:35:18,"DOBRA","DOBRA","341099"
"466","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:35:22,"DOBRA","DOBRA","341150"
"467","{""PRENSA"":{""ESTADO"":""PARADO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:35:24,"SETREMA","CORTE-ESTAMPO","341197"
"468","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:35:28,"SETREMA","CORTE-ESTAMPO","341257"
"469","{""PRENSA"":{""ESTADO"":""PARADO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:35:31,"SETREMA","CORTE-ESTAMPO","341308"
"470","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:35:33,"DOBRA","DOBRA","341321"
"471","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:35:35,"SETREMA","CORTE-ESTAMPO","341361"
"472","{""PRENSA"":{""ESTADO"":""PARADO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:35:38,"SETREMA","CORTE-ESTAMPO","341413"
"473","{""PRENSA"":{""ESTADO"":""OPERANDO"",""OPERADOR"":""TRABALHANDO""},""BOBINA"":{""ESTADO"":""OPERANDO"",""VOLUME"":""ALTO""}}",2025-11-08 11:35:42,"SETREMA","CORTE-ESTAMPO","341467"
"474","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:35:43,"DOBRA","DOBRA","341480"
"475","{""DOBRA"":{""ESTADO"":""OPERANDO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:35:47,"DOBRA","DOBRA","341531"
"476","{""DOBRA"":{""ESTADO"":""PARADO""},""SOLDA"":{""ESTADO"":""OPERANDO""}}",2025-11-08 11:35:50,"DOBRA","DOBRA","341588"
